Edad,Area Construida,Area Total,Estrato,Habitaciones,Baños,Patio,Deposito 1,Piso 2,Tipo de comedor sala comedor,Depósito o cuarto útil,Tipo de casa tradicional,Piso 3,Tipo de estufa gas,Lote vacio,Número de Ascensores 1,Tipo de local en centro comercial,Con terraza,Tipo de comedor comedor independiente,Sobre vía principal,Número de líneas teléfonicas 0,Tipo de cocina abierta,Parqueadero visitantes,Cerca colegios / universidades,Cocina integral,Jacuzzi,Número de local 1,Hall de alcobas,Tipo de cortinas persianas,Zona comercial,Closets 4,Equipado / amoblado,Acceso para discapacitados,Cuarto de servicio,Tipo de piso en estudio cerámica,Chimenea,Piso en baldosa,Baño auxiliar,Jardín,Deposito 0,Piso 4,Tipo de piso en sala cerámica,Comedor auxiliar,Tipo acabado de piso laminado,Calefacción,Baños de servicio,Tipo de piso en alcobas laminado,Piscina,Tipo acabado de piso cerámica,Número de Ascensores 0,Esquinero,Zonas verdes,Tipo de lote lote vacío,Ascensor,Tipo de parqueadero propio,Vigilancia 0,Gimnasio,Tipo de piso en comedor cerámica,Tipo de piso en comedor laminado,Cerca parques,Tipo de piso en sala laminado,Ubicado en edificio,Alarma,Portería,Salón comunal,Calentador gas,Tipo de casa condominio,Número de local 0,Piso en madera,Tipo de cocina paralela,Sauna / turco,Piso 1,Conjunto cerrado,Sobre vía secundaria,Vista exterior,Zona de BBQ,Tipo de cocina lineal,Estudio o biblioteca,Cerca supermercados,Tipo de piso en estudio laminado,Zona residencial,Vista panorámica,Número de Ascensores 2,Vigilancia,Cerca transporte público,Instalación de gas natural,Piso en porcelanato,Terraza/Balcón terraza,Parqueadero cubierto,Vigilancia 24hrs,Cocina tipo americano,Piso 0,Vivienda bifamiliar,Características del parqueadero cubierto,Apto para niños,Zona para niños,Piso 5,Circuito cerrado de TV,Citófonos,Cerca centros comerciales,Zona campestre,Zona de lavandería,Terraza/Balcón balcón,date,city,Se permite fumar,Sendero peatonal,Area lote 300 m²,Tipo acabado de piso baldosa,Piso 7,Closets 3,Piso 6,Características del parqueadero descubierto,Jardín interior,Número de piso 3,Jardines,Cerca a tiendas de barrio,Con Terraza,Extractor,Número de piso 5,Número de piso 6,Número de Closets 4,Vista interior,Número de piso 2,&Aacute;rea del lote 90,Horno,Cerca a Jardines y Colegios,Cocina Tipo Americano,Depósito 0,Número local 1,Número local 0,Con chimenea,Fondo 1 m,Tipo local en centro comercial,Tipo de acabado piso cerámica,Cerca Transporte Público,Cerca a gimnasio ,&Aacute;rea del lote 96,Tipo de Casa condominio,&Aacute;rea del lote 300,Tipo de acabado piso baldosa,Lote Vacio,Características del Parqueadero cubierto,Tipo local otro,Lavaplatos,Cerca Centros Comerciales,Tipo de piso en alcobas cerámica,Cerca Parques,En interior y/o bloque,&Aacute;rea del lote 72,Número de piso 4,Tipo de estufa electrica,Número de piso 1,Cerca a restaurantes,Tipo comedor sala comedor,Tipo instalación de gas natural,Área Terraza/Balcón 1,Depósito 1,Hall de Alcobas,Tipo de parqueadero independiente,Tipo de Casa tradicional,Cerca Colegios / Universidades,Salón  comunal,Tipo de Cocina abierta,Piso en alfombra,Tipo de Cocina lineal,Vivienda Bifamiliar,Puertas de seguridad,Tipo lote lote en construcción,Cerca Supermercados,Sauna y/o turco,Ubicado en Edificio,Número de piso 7,Zona de lavanderia,Baño Auxiliar,Tipo lote lote vacío,&Aacute;rea del lote 20,Cerca a hospitales,Número de piso 0,Zona Residencial,Número de niveles 2,Número de Closets 3,Número de piso 8,Con calefacción,Zona Campestre,Tipo de calentador gas,Número de niveles 3,Zona Comercial,Baño de Servicio,Tipo comedor comedor independiente,Shut de basura,Ancho 1 m,grid_id,Precio,prediction_label,flag
Entre 10 y 20 años,92.0,90.0,4,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,1.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,1.0,0.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,274.0,340.0,289.03860288942593,0
Entre 10 y 20 años,30.0,30.0,3,1.0,1.0,0.0,,,,1.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,95.0,113.59039124428232,1
Más de 20 años,190.0,190.0,5,3.0,4.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,1.0,,1.0,0.0,,,,,,,0.0,1.0,0.0,,0.0,,1.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,316.0,699.0,646.333245228881,0
Más de 20 años,118.0,114.0,4,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,1.0,,1.0,0.0,,,,,,,0.0,1.0,0.0,,0.0,,1.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,0.0,1.0,,1.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,1.0,,1.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.0,355.0,368.1204348126676,1
Entre 10 y 20 años,63.0,60.0,5,2.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,1.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,1.0,,1.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,0.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,1.0,1.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,274.0,250.0,236.71666983632593,0
Entre 5 y 10 años,144.0,140.0,5,4.0,4.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,295.0,460.0,486.5919449273242,1
Entre 0 y 5 años,50.5,49.0,3,2.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,0.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,230.0,242.16091985519935,1
Entre 5 y 10 años,232.0,232.0,5,4.0,4.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,1.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,274.0,570.0,576.4569642869551,1
Entre 10 y 20 años,232.0,240.0,5,5.0,4.0,1.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,1.0,0.0,,,,,,,0.0,1.0,0.0,,1.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,1.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,,,,,0.0,1.0,,0.0,1.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,480.0,505.9104142524818,1
Entre 0 y 5 años,290.0,270.0,4,5.0,4.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,1.0,,0.0,1.0,,,,,,,0.0,0.0,0.0,,0.0,,1.0,,,0.0,1.0,,,,,1.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,1.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,274.0,670.0,651.1233557480425,0
Más de 20 años,91.0,91.0,4,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,0.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,260.0,243.51098778298484,0
Entre 0 y 5 años,280.0,280.0,4,4.0,3.0,0.0,,,,0.0,,,1.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,1.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,490.0,587.0241563735492,1
Entre 5 y 10 años,104.0,100.0,5,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,1.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,1.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,,,,0.0,1.0,,,,,1.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,,,,,0.0,1.0,,0.0,1.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,294.0,698.0,607.4053324618603,0
Entre 0 y 5 años,58.0,58.0,3,2.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,1.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,220.0,222.75014290081688,1
Entre 0 y 5 años,38.99,33.09,2,1.0,1.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,1.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,253.0,160.0,198.7477710296104,1
Más de 20 años,96.0,96.0,5,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,1.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,1.0,,,,1.0,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,,0.0,,1.0,1.0,,,,,0.0,0.0,,1.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,253.0,600.0,539.5881820415311,0
Entre 0 y 5 años,165.0,160.0,1,5.0,3.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,1.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,294.0,320.0,351.4644248929882,1
Entre 5 y 10 años,92.0,92.0,2,3.0,1.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,1.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252.0,180.0,186.42050287821579,1
Entre 0 y 5 años,62.32,55.56,3,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,1.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,0.0,1.0,,0.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,229.0,201.9,209.5492682272792,1
Entre 5 y 10 años,72.0,72.0,3,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,1.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,260.0,254.49196441093943,0
